"[13252315.13,267504.3111]","[13250892.77,267477.2209]","[13250885.34,267713.8963]","[13250851.24,268800.0351]","[13252284.66,268828.3383]","[13252315.13,267504.3111]"
"[13241104.53,318962.1938]","[13239806.48,318895.4198]","[13239761.45,320212.7107]","[13241051.67,320277.4471]","[13241104.53,318962.1938]",
"[13346027.12,270788.2121]","[13346028.31,270731.3935]","[13344749.61,270656.0622]","[13344708.23,271959.5786]","[13345992.41,272026.7745]","[13346027.12,270788.2121]"
"[13314449.86,283958.2055]","[13314464.02,282826.8781]","[13314452.08,282622.3536]","[13313005.28,282624.9304]","[13312985.46,283962.4283]","[13314449.86,283958.2055]"
"[13308547.62,286688.473]","[13307230.44,286640.3314]","[13307194.9,287974.6929]","[13308522.45,288045.7857]","[13308547.62,286688.473]",
"[13319213.01,287033.1456]","[13317889.62,286978.3576]","[13317836,288319.2501]","[13319155.31,288362.7932]","[13319213.01,287033.1456]",
"[13296058.33,306189.285]","[13294740.86,306106.1785]","[13294686.56,307424.9995]","[13296002.48,307508.0413]","[13296058.33,306189.285]",
"[13189195.6,289289.0556]","[13187876.05,289256.191]","[13187861.24,290597.9448]","[13189180.84,290629.3101]","[13189195.6,289289.0556]",
"[13314323.89,277567.4636]","[13312995.5,277523.6812]","[13312939.36,277521.83]","[13312955.72,278787.2725]","[13314357.48,278831.1451]","[13314323.89,277567.4636]"
"[13211791.01,310046.0014]","[13210473.48,309978.8402]","[13210476.66,311299.3505]","[13211792.99,311364.118]","[13211791.01,310046.0014]",
"[13335596.77,305006.0528]","[13334242.49,304937.7119]","[13334202.43,306257.0471]","[13335551.72,306333.4838]","[13335596.77,305006.0528]",
"[13337885.67,316851.2281]","[13336585.63,316794.4283]","[13336516.88,318107.0235]","[13337819.81,318166.4451]","[13337885.67,316851.2281]",
"[13271377.14,241534.4441]","[13270013.2,241471.4142]","[13269983.72,242790.9959]","[13271343.44,242853.9312]","[13271377.14,241534.4441]",
"[13276713.76,290675.2078]","[13275370.02,290616.4559]","[13275327.41,291938.8157]","[13276670.29,292005.6588]","[13276713.76,290675.2078]",
"[13209249.67,292424.364]","[13207920.95,292406.7492]","[13207914.76,293756.5077]","[13209243.98,293768.9922]","[13209249.67,292424.364]",
"[13313036.29,225708.8855]","[13311709.83,225648.1103]","[13311668.52,226977.4093]","[13312996.51,227041.4852]","[13313036.29,225708.8855]",
"[13201327.69,267812.2882]","[13199999.28,267767.6401]","[13199994.92,269087.4915]","[13201316.37,269132.1157]","[13201327.69,267812.2882]",
"[13266127.05,317350.012]","[13264760.6,317312.3453]","[13264742.48,318646.4763]","[13266099.47,318693.2236]","[13266127.05,317350.012]",
"[13264134.1,217496.8115]","[13262810.24,217453.2328]","[13262762.18,218772.7154]","[13264089.42,218816.6705]","[13264134.1,217496.8115]",
"[13240358.56,336237.9535]","[13239089.58,336203.5979]","[13239049.3,337135.0141]","[13239856.77,337164.1856]","[13240316.24,337180.7849]","[13240358.56,336237.9535]"
"[13316333.14,292246.0396]","[13315014.5,292187.6197]","[13314953.09,293515.7806]","[13316271.66,293575.935]","[13316333.14,292246.0396]",
"[13264592.49,300627.6069]","[13263297.23,300598.5802]","[13263286.82,301918.2843]","[13264584.03,301946.1827]","[13264592.49,300627.6069]",
"[13336406.5,289149.5046]","[13335078.66,289089.7002]","[13335020.83,290410.0643]","[13336340.65,290472.0207]","[13336406.5,289149.5046]",
"[13317649.07,253926.4601]","[13316329.37,253901.6542]","[13316300.6,255228.049]","[13317620.25,255255.058]","[13317649.07,253926.4601]",
"[13186419.67,242828.5578]","[13186416.38,243983.4058]","[13186418.15,244032.0995]","[13186473.02,244033.1324]","[13186459.28,243318.1714]","[13186452.81,242829.8786]","[13186419.67,242828.5578]",
"[13342008.06,340791.5949]","[13340683.63,340723.1803]","[13340632.66,341718.6789]","[13340660.84,341720.1181]","[13341955.8,341786.262]","[13342008.06,340791.5949]"
"[13331074,329270.0579]","[13329882.31,329093.4328]","[13329776.48,330438.4503]","[13330926.5,330663.5128]","[13331074,329270.0579]",
"[13248874.74,286826.7411]","[13247553.49,286758.7268]","[13247499.45,288081.8233]","[13248820.08,288150.46]","[13248874.74,286826.7411]",
"[13312316.79,252309.2554]","[13310991.22,252286.4721]","[13310960.6,253642.7321]","[13312285.72,253661.2576]","[13312316.79,252309.2554]",
"[13245169.29,314934.0338]","[13245231.56,313589.5752]","[13243943.05,313757.3289]","[13243879.42,315099.4576]","[13245169.29,314934.0338]",
"[13320181.37,244032.503]","[13318862.57,243978.1852]","[13318794.54,245833.3039]","[13319095.18,245841.9868]","[13320113.93,245871.4083]","[13320181.37,244032.503]"
"[13196233.97,336982.135]","[13197132.32,336966.9178]","[13197143.37,335757.4078]","[13195859.04,335708.8807]","[13195850.69,336988.6275]","[13196233.97,336982.135]"
"[13314393.79,280197.1736]","[13314391.07,280094.8267]","[13312972.24,280065.2746]","[13312988.75,281343.2763]","[13314421.97,281358.5834]","[13314393.79,280197.1736]"
"[13308237.28,297359.8264]","[13306916.84,297329.9319]","[13306875.58,298677.6236]","[13308195.69,298690.69]","[13308237.28,297359.8264]",
"[13268827.26,318787.1944]","[13267463.36,318740.2093]","[13267433.95,320063.8277]","[13268795.65,320105.6766]","[13268827.26,318787.1944]",
"[13251609.2,313097.4407]","[13250289.55,313072.6995]","[13250216.74,314394.8291]","[13251536.19,314427.2876]","[13251609.2,313097.4407]",
"[13304803.7,339688.5176]","[13304816.72,339689.1866]","[13306143.64,339761.0059]","[13306144.33,339748.7171]","[13305886.93,339735.5862]","[13304804.18,339680.372]","[13304803.7,339688.5176]",
"[13186920.1,328769.5613]","[13186933.34,330105.3671]","[13186941.43,330105.3605]","[13186934.91,328769.5383]","[13186920.1,328769.5613]",
"[13298197.82,333573.8433]","[13296870.98,333445.9271]","[13296814.81,334767.4011]","[13298138.77,334897.8209]","[13298197.82,333573.8433]",
"[13206654.05,281660.8657]","[13205301.59,281629.9979]","[13205277.66,282969.2563]","[13206630.99,282999.6241]","[13206654.05,281660.8657]",
"[13200594.58,210032.7717]","[13199245.88,209996.7592]","[13199198.16,211341.1298]","[13200546.11,211376.6683]","[13200594.58,210032.7717]",
"[13189384.76,319584.8529]","[13188065.77,319533.8359]","[13188068.78,320851.9862]","[13189387.74,320901.8898]","[13189384.76,319584.8529]",
"[13263425.8,246605.5509]","[13262113.24,246557.3385]","[13262071.29,247882.5069]","[13263381.04,247932.4446]","[13263425.8,246605.5509]",
"[13288551.39,292497.6102]","[13287212.87,292423.5834]","[13287170.98,293756.4419]","[13288509.82,293823.8347]","[13288551.39,292497.6102]",
"[13312310.42,314296.6107]","[13310940.67,314261.6076]","[13310896.04,315565.607]","[13312268.59,315609.0067]","[13312310.42,314296.6107]",
"[13313005.28,282624.9304]","[13312988.75,281343.2763]","[13311557.47,281327.9224]","[13311558.47,282627.5073]","[13313005.28,282624.9304]",
"[13343295.95,341854.7783]","[13343320.58,341575.7667]","[13343361.41,340861.1047]","[13343332.48,340860.0095]","[13343278.93,341853.846]","[13343295.95,341854.7783]"
"[13241779.88,230205.1694]","[13240393.43,230140.0841]","[13240356.56,231461.3175]","[13241747.44,231522.4616]","[13241779.88,230205.1694]",
"[13235676.72,285042.8909]","[13234351.53,284989.7981]","[13234311.81,286337.3861]","[13235611.06,286371.6159]","[13235676.72,285042.8909]",
"[13248490.95,325165.91]","[13248502.39,324963.6515]","[13248567.55,323811.2751]","[13247283.42,323949.2565]","[13247209.98,325298.7154]","[13248490.95,325165.91]"
"[13337241.57,215465.238]","[13335913.27,215426.3532]","[13335856.32,216739.3136]","[13337184.5,216778.2402]","[13337241.57,215465.238]",
"[13293082.54,326572.5572]","[13291729.1,326488.908]","[13291661.16,327795.5506]","[13293018.66,327884.7893]","[13293082.54,326572.5572]",
"[13321207.93,267239.9641]","[13319914.45,267152.0241]","[13319860.78,268473.6]","[13321160.51,268550.2791]","[13321207.93,267239.9641]",
"[13329579.62,292861.6141]","[13328240.58,292798.8109]","[13328176.29,294154.1794]","[13329513.03,294182.0966]","[13329579.62,292861.6141]",
"[13318712.36,319138.7913]","[13318772.31,317824.406]","[13317462.63,317944.9999]","[13317398.3,319263.1753]","[13318712.36,319138.7913]",
"[13330598.03,262219.0104]","[13329251.05,262186.0998]","[13329223.24,263575.8213]","[13330570.91,263620.5989]","[13330598.03,262219.0104]",
"[13318421.1,323091.6472]","[13318507.08,321775.0295]","[13317208.95,321889.9761]","[13317114.28,323203.2572]","[13318421.1,323091.6472]",
"[13298425.41,328270.6473]","[13297091.17,328152.5044]","[13297039.51,329481.5024]","[13298374.99,329601.9054]","[13298425.41,328270.6473]",
"[13313081.35,273645.6745]","[13313110.92,272310.0634]","[13313082.41,272310.6752]","[13311787.13,272338.4594]","[13311755.68,273685.1956]","[13313081.35,273645.6745]"
"[13316523.89,333546.9071]","[13315205.81,333476.8848]","[13315138.99,334797.3456]","[13316456.95,334869.5707]","[13316523.89,333546.9071]",
"[13337609.58,246549.8234]","[13337370.44,246541.2887]","[13336289.91,246502.7251]","[13336249.8,247834.6363]","[13337569.08,247877.7454]","[13337609.58,246549.8234]"
"[13236398.68,264413.8291]","[13235107.3,264388.1411]","[13235064.78,265718.958]","[13236356.66,265761.9624]","[13236398.68,264413.8291]",
"[13225308.95,238910.4304]","[13223989.55,238873.1435]","[13223949.84,240192.4777]","[13225269.21,240229.7636]","[13225308.95,238910.4304]",
"[13333554.66,293002.6002]","[13332229.73,292955.6089]","[13332161.62,294309.2824]","[13332900.81,294309.4513]","[13333487.9,294327.9034]","[13333554.66,293002.6002]"
"[13301093.86,328506.9351]","[13299759.64,328388.7917]","[13299710.47,329722.309]","[13301045.95,329842.7127]","[13301093.86,328506.9351]",
"[13232960.84,248233.8097]","[13231638.46,248196.6849]","[13231592.19,249536.1471]","[13232916.31,249575.9041]","[13232960.84,248233.8097]",
"[13283106.33,297585.3342]","[13281577.28,297511.772]","[13281533.03,298632.2284]","[13281523.91,298863.1178]","[13283054.89,298926.3179]","[13283106.33,297585.3342]"
"[13342385.81,263872.0348]","[13341091.71,263781.6407]","[13341069.65,265112.4276]","[13342355.37,265203.2472]","[13342385.81,263872.0348]",
"[13331661.37,221907.986]","[13330337.68,221873.9743]","[13330288.45,223201.8673]","[13331612.76,223237.8782]","[13331661.37,221907.986]",
"[13217420.45,279235.939]","[13216072.26,279209.472]","[13216046.51,280539.7394]","[13217394.95,280560.1003]","[13217420.45,279235.939]",
"[13233471.41,273630.8464]","[13232155.99,273593.3446]","[13232133.3,274219.114]","[13233447.79,274266.9506]","[13233471.41,273630.8464]",
"[13347420.2,230462.6217]","[13347420.66,230449.3831]","[13347465.3,229143.3261]","[13347465.92,229121.7455]","[13347439.98,229121.1912]","[13347439.24,229139.7462]","[13347386.42,230461.9764]","[13347420.2,230462.6217]"
"[13216037.27,229156.8226]","[13214702.76,229059.5623]","[13214651.26,230391.5061]","[13215985.63,230494.7994]","[13216037.27,229156.8226]",
"[13189230.78,286642.7691]","[13187911.11,286615.5099]","[13187893.58,287935.8599]","[13189213.19,287965.9191]","[13189230.78,286642.7691]",
"[13236287.89,301008.7571]","[13234953.69,301005.2588]","[13234901.1,302327.8293]","[13236229.44,302334.7709]","[13236287.89,301008.7571]",
"[13300145.42,258640.9882]","[13298810.7,258598.6222]","[13298774.65,259923.8993]","[13300109.54,259968.3952]","[13300145.42,258640.9882]",
"[13238885.58,234048.9006]","[13237488.38,233991.0712]","[13237447.74,235313.9936]","[13238846.82,235372.4507]","[13238885.58,234048.9006]",
"[13313986.63,303870.6487]","[13314016.34,302760.9725]","[13314022.33,302537.2277]","[13312529.18,302583.4419]","[13312493.18,303925.8852]","[13313986.63,303870.6487]"
"[13186754.65,225487.7555]","[13186756.13,225524.7049]","[13186769.27,226152.4288]","[13186767.65,226198.7837]","[13186762.1,226356.826]","[13186745.32,226835.634]","[13186746.71,226835.7375]","[13186787.39,225675.0875]","[13186793.2,225490.3623]","[13186754.65,225487.7555]"
"[13293842.93,308099.5701]","[13293341.31,308072.3011]","[13292492.86,308026.1761]","[13292438.75,309341.9949]","[13293789.13,309417.5971]","[13293842.93,308099.5701]"
"[13264255.1,334581.8946]","[13262930.9,334522.6003]","[13262898.38,335842.0913]","[13264229.4,335901.5894]","[13264255.1,334581.8946]",
"[13308100,301378.3151]","[13308100.57,301359.1693]","[13306789.14,301329.5853]","[13306745.66,302663.3293]","[13308060.92,302693.6871]","[13308100,301378.3151]"
"[13297626.44,299662.9931]","[13296304.2,299570.8434]","[13296259.47,300897.8199]","[13297573.94,300986.5207]","[13297626.44,299662.9931]",
"[13305376.22,221480.4455]","[13304010.11,221435.3235]","[13303978.95,222762.6762]","[13305350.36,222810.6292]","[13305376.22,221480.4455]",
"[13236808.25,216670.9084]","[13235463.5,216629.8264]","[13235412.81,217950.4687]","[13236753.19,217992.299]","[13236808.25,216670.9084]",
"[13214887.36,223732.1242]","[13213541.03,223703.1664]","[13213507.31,225034.6511]","[13214857.28,225063.7366]","[13214887.36,223732.1242]",
"[13326328.41,307346.3489]","[13324982.14,307284.9948]","[13324927.24,308603.7873]","[13326270.77,308665.0226]","[13326328.41,307346.3489]",
"[13326043.25,327525.8167]","[13324686.81,327487.3064]","[13324569.87,328844.4954]","[13325943.45,328868.5982]","[13326043.25,327525.8167]",
"[13288104.13,216935.8997]","[13286784.97,216890.444]","[13286737.74,218206.0041]","[13288056.88,218251.9761]","[13288104.13,216935.8997]",
"[13256375.89,329069.8787]","[13256416.98,327738.9429]","[13256160.01,327736.9889]","[13256060.02,327712.9013]","[13255051.54,327710.3856]","[13255006.48,329066.6957]","[13256375.89,329069.8787]",
"[13322207.47,276509.3718]","[13320896.23,276452.7442]","[13320853.28,277823.3943]","[13322077.73,277877.7228]","[13322161.27,277881.4295]","[13322207.47,276509.3718]"
"[13189921.02,242051.7019]","[13188601.54,242017.4717]","[13188565.18,243365.6197]","[13189884.76,243395.5816]","[13189921.02,242051.7019]",
"[13301189.7,325835.3804]","[13299857.97,325721.756]","[13299808.8,327055.2732]","[13301141.78,327171.158]","[13301189.7,325835.3804]",
"[13208076.35,266652.0936]","[13206730.42,266620.273]","[13206699.87,267968.3496]","[13208047.79,268005.4872]","[13208076.35,266652.0936]",
"[13299504.58,233225.1546]","[13298152.81,233165.9584]","[13298104.82,234467.885]","[13299446.16,234529.454]","[13299504.58,233225.1546]",
"[13293789.13,309417.5971]","[13292438.75,309341.9949]","[13292384.64,310657.8138]","[13293735.27,310737.3008]","[13293789.13,309417.5971]",
"[13209867.2,212953.8444]","[13208533.91,212921.7802]","[13208484.35,214256.969]","[13209816.29,214286.5467]","[13209867.2,212953.8444]",
"[13209771.18,215620.6565]","[13208438.86,215593.3311]","[13208393.38,216929.6923]","[13209726.07,216954.7643]","[13209771.18,215620.6565]",
"[13253437.34,335766.6148]","[13252117.6,335750.7564]","[13252089.76,337070.0017]","[13253409.44,337086.2674]","[13253437.34,335766.6148]",
"[13251678.83,286937.1787]","[13250196,286894.7551]","[13250140.71,288219.0975]","[13251650.6,288263.6375]","[13251678.83,286937.1787]",
"[13320896.23,276452.7442]","[13319608.02,276397.1132]","[13319570.19,277766.0391]","[13320728.07,277817.8392]","[13320853.28,277823.3943]","[13320896.23,276452.7442]"
"[13300916.31,332500.6895]","[13299586.6,332375.277]","[13299524.66,333701.7595]","[13300851.5,333829.6766]","[13300916.31,332500.6895]",
"[13308785.13,277334.6873]","[13307683.15,277284.5884]","[13307464.13,277274.6312]","[13307432.72,278600.9949]","[13308746.51,278655.2794]","[13308785.13,277334.6873]"
"[13299516.47,276924.8567]","[13298364.67,276865.3828]","[13298188.39,276865.313]","[13298151.96,278193.1607]","[13299480.65,278254.2239]","[13299516.47,276924.8567]"
"[13317942.79,285647.27]","[13316624.03,285591.4621]","[13316570.81,286923.7802]","[13317889.62,286978.3576]","[13317942.79,285647.27]",
"[13232374.51,266972.011]","[13231050.64,266933.1299]","[13231015.62,268265.8284]","[13232336.99,268304.0821]","[13232374.51,266972.011]",
"[13236743.85,253736.6164]","[13235441.47,253697.4948]","[13235397.45,255033.3227]","[13236699.08,255073.3222]","[13236743.85,253736.6164]",
"[13241898.32,256583.8266]","[13240542.08,256532.1906]","[13240502.5,257871.7556]","[13241850.55,257924.6667]","[13241898.32,256583.8266]",
"[13207741.89,332231.6527]","[13206422.02,332190.9775]","[13206425.72,333509.7351]","[13207745.75,333551.6037]","[13207741.89,332231.6527]",
"[13257073.69,233311.3274]","[13255753.76,233311.7958]","[13255713.94,234619.0997]","[13257033.69,234629.8246]","[13257073.69,233311.3274]",
"[13328562.09,331535.7234]","[13328625.1,330230.7732]","[13327230.59,330300.0197]","[13327171.53,331531.4713]","[13328562.09,331535.7234]",
"[13324749.97,229626.7345]","[13323418.4,229584.2762]","[13323366.29,230907.3788]","[13324698.6,230952.5191]","[13324749.97,229626.7345]",
"[13219175.04,263943.7564]","[13219191.19,263188.0812]","[13217793.42,263148.1976]","[13217758.48,264489.9364]","[13219158.8,264530.0377]","[13219175.04,263943.7564]"
"[13232557,223145.2973]","[13231234.45,223098.0527]","[13231189.89,224415.9432]","[13232507.74,224466.3551]","[13232557,223145.2973]",
"[13203806.34,297714.9594]","[13202448.4,297697.3605]","[13202432.72,299050.6283]","[13203791.04,299062.5964]","[13203806.34,297714.9594]",
"[13218806.21,277872.9162]","[13218844.84,276586.6583]","[13217496.56,276557.962]","[13217458.48,277898.4113]","[13218804.64,277925.4026]","[13218806.21,277872.9162]"
"[13186921.79,311526.1344]","[13186923.19,311623.6665]","[13186897.43,312137.7392]","[13186895.75,312852.2718]","[13188054.06,312894.7357]","[13188052.77,311567.4535]","[13186921.79,311526.1344]",
"[13239851.76,317571.8012]","[13238545.62,317509.3157]","[13238508.42,318828.6456]","[13239806.48,318895.4198]","[13239851.76,317571.8012]",
"[13328598.59,316480.8214]","[13327291.15,316406.3066]","[13327223.57,317718.9183]","[13328531.41,317788.6464]","[13328598.59,316480.8214]",
"[13333118.56,337365.6064]","[13331920.19,337216.841]","[13331854.69,338535.1604]","[13333050.98,338683.8394]","[13333118.56,337365.6064]",
"[13252613.57,218553.243]","[13252655.13,217227.8398]","[13251337.88,217196.2794]","[13251296.82,218531.9449]","[13252613.16,218566.3541]","[13252613.57,218553.243]"
"[13342350.38,305270.4236]","[13341004.22,305252.4999]","[13340943.5,306576.7708]","[13342287.72,306590.7623]","[13342350.38,305270.4236]",
"[13216940.96,316946.6167]","[13215648.14,316863.6798]","[13215643.65,318199.6553]","[13216937.84,318288.0941]","[13216940.96,316946.6167]",
"[13211792.99,311364.118]","[13210476.66,311299.3505]","[13210462.78,312609.7915]","[13211780.2,312677.954]","[13211792.99,311364.118]",
"[13253323.06,227876.5238]","[13252282.63,227839.0542]","[13252234.97,229207.5645]","[13253270.77,229235.4718]","[13253323.06,227876.5238]",
"[13257540.14,337972.8647]","[13258618.26,338030.3965]","[13258618.31,338029.2755]","[13257540.14,337972.8647]"
"[13256102.67,337895.9402]","[13257456.32,337968.38]","[13257490.57,337008.4538]","[13256129.41,337034.4066]","[13256102.67,337895.9402]",
"[13225971.01,300565.2883]","[13224706.63,300510.9106]","[13224685.88,301825.5594]","[13225943.66,301874.4482]","[13225971.01,300565.2883]",
"[13325846.34,286016.7519]","[13324495.52,285944.8707]","[13324438.25,287273.2513]","[13325788.6,287346.514]","[13325846.34,286016.7519]",
"[13328168.14,244332.9328]","[13326830.83,244277.5119]","[13326761.93,246153.8148]","[13327049.05,246165.0148]","[13328101.08,246206.0562]","[13328168.14,244332.9328]"
"[13337399.68,329815.4396]","[13336085.59,329751.3968]","[13335863.21,331222.81]","[13337181.06,331281.2773]","[13337399.68,329815.4396]",
"[13199945.94,280178.7606]","[13198607.73,280154.1409]","[13198586.54,281489.1454]","[13199923.25,281515.517]","[13199945.94,280178.7606]",
"[13242463.54,317709.7859]","[13241157.89,317635.0059]","[13241104.53,318962.1938]","[13242402.59,319028.9676]","[13242463.54,317709.7859]",
"[13321933.72,284494.8552]","[13320624.19,284434.0385]","[13320570.04,285763.5256]","[13321878.53,285823.9744]","[13321933.72,284494.8552]",
"[13297865.84,290291.6517]","[13296560.46,290221.3313]","[13296533.38,291578.1407]","[13297840.98,291649.8087]","[13297865.84,290291.6517]",
"[13294607.36,267791.7597]","[13293291.09,267741.1341]","[13293272.03,269072.4167]","[13294586.05,269126.5492]","[13294607.36,267791.7597]",
"[13221488.39,234796.9996]","[13219904.72,234753.6273]","[13219903.21,234815.3147]","[13219871.96,236094.5111]","[13221439.41,236138.1208]","[13221488.39,234796.9996]"
"[13207674.56,320398.4181]","[13206390.93,320344.9137]","[13206364.29,321663.1632]","[13207659.31,321720.6531]","[13207674.56,320398.4181]",
"[13274071.27,322981.6412]","[13272743.58,322928.924]","[13272700.9,324223.894]","[13274025.7,324284.7109]","[13274071.27,322981.6412]",
"[13262418.43,280665.7883]","[13261098.47,280600.5015]","[13261074.97,281913.938]","[13262393.87,281972.0568]","[13262418.43,280665.7883]",
"[13338847.46,249245.263]","[13337528.57,249205.9055]","[13337488.06,250534.0647]","[13338806.56,250569.6708]","[13338847.46,249245.263]",
"[13205794.66,251901.0709]","[13204457.75,251854.9177]","[13204419.31,253199.5354]","[13205756.85,253247.4429]","[13205794.66,251901.0709]",
"[13326127.26,228355.827]","[13324799.43,228315.9511]","[13324749.97,229626.7345]","[13326081.54,229669.1924]","[13326127.26,228355.827]",
"[13191865.4,233788.0261]","[13190545.69,233765.0283]","[13190497.27,235090.2363]","[13191816.91,235118.5501]","[13191865.4,233788.0261]",
"[13288895.78,279098.8482]","[13287571.05,279044.6906]","[13287533.84,280383.7885]","[13288859.34,280436.0132]","[13288895.78,279098.8482]",
"[13187213.28,274634.1956]","[13187197.98,275973.3328]","[13188070.23,275987.5693]","[13188094.95,274650.1674]","[13187213.28,274634.1956]",
"[13212477.15,256226.2641]","[13211104.36,256165.1824]","[13211066.05,257522.3315]","[13212437.96,257587.0469]","[13212477.15,256226.2641]",
"[13200212.58,222065.6984]","[13198881.1,222023.5146]","[13198847.51,223358.1261]","[13200175.5,223398.099]","[13200212.58,222065.6984]",
"[13229757.02,227010.1411]","[13228413.27,226968.5583]","[13228371.57,228305.6815]","[13229717.1,228349.0343]","[13229757.02,227010.1411]",
"[13212393.03,258920.2584]","[13211022.74,258844.3902]","[13210979.44,260166.4492]","[13212348.09,260253.4692]","[13212393.03,258920.2584]",
