"[13279202.71,324513.1163]","[13277918.64,324457.2536]","[13277861.37,325769.6213]","[13279141.14,325823.297]","[13279202.71,324513.1163]",
"[13301194.39,223988.4589]","[13299817.69,223937.6751]","[13299772.89,225280.9048]","[13301154.82,225329.904]","[13301194.39,223988.4589]",
"[13303210.04,287845.1766]","[13301891.49,287776.7072]","[13301857.95,289127.5114]","[13303175.06,289191.8996]","[13303210.04,287845.1766]",
"[13203081.78,253151.627]","[13201737.49,253117.1239]","[13201697.05,254459.1076]","[13203042.72,254494.4883]","[13203081.78,253151.627]",
"[13211780.2,312677.954]","[13210462.78,312609.7915]","[13210448.83,313928.525]","[13211767.36,313995.9355]","[13211780.2,312677.954]",
"[13289707.68,297852.7582]","[13288385.17,297800.852]","[13288337.61,299140.4784]","[13289663.92,299191.301]","[13289707.68,297852.7582]",
"[13270906.34,261562.0508]","[13269583.91,261504.2378]","[13269564.89,262832.5205]","[13270894.81,262890.4622]","[13270906.34,261562.0508]",
"[13238549.39,279786.0186]","[13237227.88,279742.155]","[13237171.81,281072.0044]","[13238494.45,281113.8713]","[13238549.39,279786.0186]",
"[13306583.97,322084.079]","[13305283.47,322046.709]","[13305227.72,323367.4706]","[13306528.94,323405.4732]","[13306583.97,322084.079]",
"[13234072.43,217908.6383]","[13232732.05,217866.8079]","[13232690.12,219185.9516]","[13234026.12,219228.5302]","[13234072.43,217908.6383]",
"[13232458.48,225787.4127]","[13231145.33,225733.8338]","[13231100.78,227051.7242]","[13232409.22,227108.4712]","[13232458.48,225787.4127]",
"[13228791.65,253467.2409]","[13227459.28,253427.6056]","[13227416.75,254773.2088]","[13228746.62,254813.7214]","[13228791.65,253467.2409]",
"[13197130.19,326509.7098]","[13195847.55,326443.7206]","[13195856.84,327772.9879]","[13197142.62,327831.7081]","[13197130.19,326509.7098]",
"[13343929.74,255987.3725]","[13342612.89,255925.3665]","[13342573.88,257231.867]","[13343887,257298.5132]","[13343929.74,255987.3725]",
"[13284449.89,308961.1444]","[13283130.82,308913.1966]","[13283087.15,310252.6268]","[13284406.28,310298.7491]","[13284449.89,308961.1444]",
"[13307297.58,242780.1584]","[13306039.89,242756.7796]","[13305989.68,244075.7578]","[13307245.23,244099.0531]","[13307297.58,242780.1584]",
"[13283832.98,227352.8562]","[13283872.27,226143.1744]","[13282529.71,226086.7315]","[13282486.08,227384.8325]","[13283830.13,227429.4402]","[13283832.98,227352.8562]"
"[13243433.57,324363.348]","[13242153.49,324300.702]","[13242086.5,325632.7883]","[13243372.12,325697.4178]","[13243433.57,324363.348]",
"[13314403.25,340223.3089]","[13314518.81,340229.7174]","[13315075.08,340260.564]","[13315471.89,340287.4626]","[13315492.64,340288.8689]","[13315720.92,340300.9667]","[13315721.96,340284.6332]","[13314826.23,340229.5605]","[13314404.51,340203.632]","[13314403.25,340223.3089]"
"[13274634.81,223135.9313]","[13273312.95,223097.8592]","[13273275.44,224425.0712]","[13274595.57,224464.7865]","[13274634.81,223135.9313]",
"[13244460.37,329578.5017]","[13244520.5,328242.9165]","[13243249.21,328365.5578]","[13243192.75,329691.6207]","[13244460.37,329578.5017]",
"[13197820.73,212659.7419]","[13196491.02,212633.984]","[13196447.86,213969.7173]","[13197775.29,213999.7945]","[13197820.73,212659.7419]",
"[13230220.05,250833.2194]","[13228885.18,250792.8309]","[13228838.41,252130.0359]","[13230172.03,252170.0481]","[13230220.05,250833.2194]",
"[13218369.19,307790.909]","[13217053.64,307713.6114]","[13217040.19,309031.9677]","[13218350.99,309110.143]","[13218369.19,307790.909]",
"[13340087.43,295945.0234]","[13338740.84,295879.5011]","[13338677.76,297202.4352]","[13340016.48,297270.5014]","[13340087.43,295945.0234]",
"[13286498.22,271498.9254]","[13285178.47,271476.2937]","[13285150.2,272795.9339]","[13286469.86,272818.5617]","[13286498.22,271498.9254]",
"[13278957.38,329782.013]","[13277690.48,329728.0159]","[13277634.16,331061.6742]","[13278896.75,331120.3648]","[13278957.38,329782.013]",
"[13302381.43,329963.1163]","[13301045.95,329842.7127]","[13300981.13,331171.7029]","[13302313.73,331294.6105]","[13302381.43,329963.1163]",
"[13271741.51,309690.8478]","[13270422.61,309626.9799]","[13270398.49,310935.8475]","[13271709.53,311002.7768]","[13271741.51,309690.8478]",
"[13209115.2,315180.5989]","[13207795.54,315113.9393]","[13207779.33,316434.1754]","[13209100.12,316500.0835]","[13209115.2,315180.5989]",
"[13338928.85,328415.7371]","[13337618.35,328349.3121]","[13337399.68,329815.4396]","[13338705.47,329879.0794]","[13338928.85,328415.7371]",
"[13313731.23,248336.1572]","[13312403.44,248303.0822]","[13312375.66,249630.1679]","[13313702.57,249660.2256]","[13313731.23,248336.1572]",
"[13201166.09,320109.2982]","[13199836.41,320036.0401]","[13199815.77,321344.7242]","[13201147.23,321430.5115]","[13201166.09,320109.2982]",
"[13199163.48,249029.6849]","[13197817.31,248993.5529]","[13197783.25,250333.9088]","[13199127.79,250368.7874]","[13199163.48,249029.6849]",
"[13256370.78,263606.7598]","[13255051.18,263578.5367]","[13255015.53,264902.801]","[13256335.27,264926.0546]","[13256370.78,263606.7598]",
"[13336968.14,336469.5344]","[13335709.1,336312.8981]","[13335642.32,337657.7956]","[13336902.51,337803.6786]","[13336968.14,336469.5344]",
"[13221729.02,329070.1112]","[13221727.61,327712.7931]","[13220407.47,327730.8335]","[13220409.07,329067.6572]","[13221729.02,329070.1112]",
"[13244785.61,251313.7821]","[13243450.75,251266.6271]","[13243393.73,252608.4667]","[13244732.6,252656.1254]","[13244785.61,251313.7821]",
"[13282762.64,319529.5096]","[13280675.43,319438.0754]","[13280634.98,320623.3771]","[13280631.1,320747.6059]","[13282725.91,320843.6236]","[13282762.64,319529.5096]"
"[13346774.51,249508.8782]","[13346775.01,249494.6904]","[13346820.99,248201.7349]","[13346821.43,248188.8555]","[13345513.57,248143.9512]","[13345471.05,249463.3125]","[13346774.51,249508.8782]",
"[13337642.11,239440.6663]","[13336320.05,239343.6488]","[13336263.88,240661.6347]","[13337589.08,240711.8451]","[13337642.11,239440.6663]",
"[13340912.3,270429.9953]","[13339585.26,270399.5488]","[13339528.93,271729.4743]","[13340855.68,271757.9927]","[13340912.3,270429.9953]",
"[13309413.83,214973.8235]","[13308102.25,214932.7152]","[13308075.15,216250.1371]","[13309381.71,216288.3592]","[13309413.83,214973.8235]",
"[13215617.81,324853.8366]","[13214313.28,324747.6878]","[13214303.96,326070.214]","[13215611.63,326176.9649]","[13215617.81,324853.8366]",
"[13332031.43,333389.3236]","[13330853.98,333206.4391]","[13330817.73,334477.8213]","[13332008.34,334643.893]","[13332031.43,333389.3236]",
"[13202128.95,241059.3313]","[13200935.05,241025.2206]","[13200776.54,241020.6921]","[13200728.47,242363.0496]","[13202080.13,242401.6876]","[13202128.95,241059.3313]"
"[13252746.55,247594.1704]","[13251560.49,247562.6049]","[13251513.97,248899.938]","[13252743.89,248930.07]","[13252746.55,247594.1704]",
"[13295165.61,240971.0357]","[13293832.99,240916.8464]","[13293782.39,242235.8183]","[13295116.59,242290.0564]","[13295165.61,240971.0357]",
"[13272347.78,257648.3243]","[13271013.04,257587.0314]","[13270965.45,258910.3357]","[13272290.29,258969.824]","[13272347.78,257648.3243]",
"[13315703.68,324631.7879]","[13315799.13,323315.5788]","[13314483.97,323427.9004]","[13314387.92,324743.5252]","[13315703.68,324631.7879]",
"[13290029.5,285852.5064]","[13288699.76,285800.1369]","[13288658.71,287142.4589]","[13289989.6,287195.5194]","[13290029.5,285852.5064]",
"[13198919.34,257068.8025]","[13197570.92,257031.6666]","[13197536.36,258357.9868]","[13198883.27,258397.8072]","[13198919.34,257068.8025]",
"[13218576.15,295087.0126]","[13218584.07,295006.9343]","[13218581.44,293769.7774]","[13217239.44,293778.9537]","[13217238.97,295099.1809]","[13218576.15,295087.0126]"
"[13310155.28,278699.4439]","[13308746.51,278655.2794]","[13308707.89,279975.7145]","[13310140.73,280006.0061]","[13310155.28,278699.4439]",
"[13247209.98,325298.7154]","[13247283.42,323949.2565]","[13246000.14,324087.2869]","[13245930.69,325431.6155]","[13247209.98,325298.7154]",
"[13338426.69,265052.257]","[13337105.2,265022.172]","[13337073.96,266346.6291]","[13338398.51,266378.8239]","[13338426.69,265052.257]",
"[13320018.41,340545.7155]","[13320115.24,340551.3026]","[13320496.71,340573.3114]","[13321297.12,340620.6558]","[13321360.72,339314.6725]","[13320089.31,339174.7774]","[13320018.41,340545.7155]",
"[13325961.84,283357.2253]","[13324610.04,283288.11]","[13324552.78,284616.4905]","[13325904.09,284686.9888]","[13325961.84,283357.2253]",
"[13194505.64,288088.0442]","[13193179.03,288057.0386]","[13193161.43,289390.8159]","[13194488.15,289426.8472]","[13194505.64,288088.0442]",
"[13220752.38,303069.1085]","[13219432.46,303055.6805]","[13219407.43,304375.4236]","[13220727.36,304388.8428]","[13220752.38,303069.1085]",
"[13243823.12,316441.9432]","[13242520.78,316375.9]","[13242463.54,317709.7859]","[13243769.18,317784.5638]","[13243823.12,316441.9432]",
"[13321285.73,216354.6946]","[13321324.49,215030.0455]","[13320005.13,215047.2958]","[13319966.41,216351.7769]","[13321285.73,216354.6946]",
"[13267371.1,292831.0182]","[13266095.98,292745.8846]","[13266060.82,294067.2231]","[13267319.39,294151.8281]","[13267371.1,292831.0182]",
"[13338142.21,309123.9816]","[13336802.37,309047.9006]","[13336758.85,310212.4718]","[13336857.31,310216.3298]","[13338095.53,310264.846]","[13338142.21,309123.9816]"
"[13289798.77,295212.7484]","[13288468.22,295151.1438]","[13288426.62,296478.4534]","[13289753.17,296534.3902]","[13289798.77,295212.7484]",
"[13312159.36,259001.767]","[13312191.46,257683.5139]","[13310866.55,257678.256]","[13310833.73,259001.2588]","[13312159.36,259001.767]",
"[13265375.35,220180.8617]","[13264044.73,220136.53]","[13264000.04,221456.3882]","[13265334.04,221501.0974]","[13265375.35,220180.8617]",
"[13282804.92,305604.3406]","[13281293.54,305556.2359]","[13281259.43,306629.5077]","[13281251.61,306875.5121]","[13282757.43,306923.4349]","[13282804.92,305604.3406]"
"[13262944.48,262568.398]","[13261624.29,262518.9848]","[13261583.79,263843.4978]","[13262905.6,263893.7889]","[13262944.48,262568.398]",
"[13334538.75,262315.2949]","[13333225.17,262283.2001]","[13333194.56,263645.1717]","[13334506.29,263657.4557]","[13334538.75,262315.2949]",
"[13274669.33,221815.0518]","[13273346,221779.3713]","[13273312.95,223097.8592]","[13274634.81,223135.9313]","[13274669.33,221815.0518]",
"[13200004.84,228689.8804]","[13198676.28,228652.2214]","[13198630.41,229972.0486]","[13199960.31,230009.6744]","[13200004.84,228689.8804]",
"[13225788.32,225573.5136]","[13224468.88,225538.0156]","[13224406.2,226853.8831]","[13225725.75,226885.3926]","[13225788.32,225573.5136]",
"[13235071.47,298350.6274]","[13233722.38,298340.2468]","[13233670.93,299670.9789]","[13235012.5,299679.789]","[13235071.47,298350.6274]",
"[13338605.14,258468.6146]","[13338645.84,257158.446]","[13337338.38,257155.059]","[13337295.7,258459.6083]","[13338605.14,258468.6146]",
"[13231548.07,288891.1551]","[13230250.43,288821.6266]","[13230193.67,290158.8989]","[13231486.85,290237.8349]","[13231548.07,288891.1551]",
"[13283830.53,272773.3052]","[13282402.04,272748.8113]","[13282378.57,273930.2404]","[13282375.82,274068.4903]","[13283802.34,274092.9485]","[13283830.53,272773.3052]"
"[13217118.65,303083.2725]","[13217139.19,301763.4773]","[13215817.43,301801.162]","[13215796.8,303120.9555]","[13217118.65,303083.2725]",
"[13338314.28,269037.2463]","[13336986.96,269004.8705]","[13336931.2,270338.6541]","[13338258.23,270369.1009]","[13338314.28,269037.2463]",
"[13340507.7,316973.4025]","[13339185.71,316908.0287]","[13339122.74,318225.8681]","[13340445.48,318292.1772]","[13340507.7,316973.4025]",
"[13234419.76,244274.3523]","[13233094.39,244243.6181]","[13233049.87,245573.6822]","[13234374.25,245606.5459]","[13234419.76,244274.3523]",
"[13292514.68,247671.1184]","[13291203.12,247632.3958]","[13291168.32,248973.5701]","[13292484.99,249014.3556]","[13292514.68,247671.1184]",
"[13213097.61,312746.1162]","[13211780.2,312677.954]","[13211767.36,313995.9355]","[13213085.9,314063.3459]","[13213097.61,312746.1162]",
"[13291133.53,250314.7456]","[13289811.77,250271.8928]","[13289766.55,251614.7935]","[13291091.1,251658.9887]","[13291133.53,250314.7456]",
"[13262810.24,217453.2328]","[13261499.38,217434.1869]","[13261454.56,218756.1736]","[13262762.18,218772.7154]","[13262810.24,217453.2328]",
"[13205362.13,227507.6637]","[13204031,227483.1682]","[13203990.51,228802.8595]","[13205319.02,228826.6512]","[13205362.13,227507.6637]",
"[13238205.3,249743.4511]","[13236884.92,249699.4339]","[13236837.9,251045.1614]","[13238152.27,251087.5462]","[13238205.3,249743.4511]",
"[13281965.41,244647.0274]","[13280604.51,244595.8448]","[13280587.98,245927.3886]","[13281939.14,245979.0693]","[13281965.41,244647.0274]",
"[13193301.07,322378.4732]","[13192019.15,322328.3908]","[13192012.62,323639.3641]","[13193294.78,323693.4525]","[13193301.07,322378.4732]",
"[13265678.41,258682.1297]","[13264365.88,258632.3887]","[13264339.18,259965.2723]","[13265656.12,260012.9301]","[13265678.41,258682.1297]",
"[13256619.02,322539.1839]","[13256648.76,321196.6634]","[13255288.48,321219.2615]","[13255257.2,322557.4931]","[13256101.64,322534.312]","[13256201.63,322549.7913]","[13256619.02,322539.1839]",
"[13202585.84,282908.8548]","[13201235.78,282880.398]","[13201211.6,284218.9065]","[13202545.32,284248.7834]","[13202585.84,282908.8548]",
"[13207974.15,271962.3261]","[13206708.91,271927.9494]","[13206712.88,273666.2405]","[13206761,273666.966]","[13207942.1,273684.7787]","[13207974.15,271962.3261]"
"[13284272.54,258167.2465]","[13282891.44,258130.9144]","[13282850.81,259296.4495]","[13282845.07,259460.9763]","[13284239.18,259499.6449]","[13284272.54,258167.2465]"
"[13186910.76,320816.5592]","[13186913.03,322136.8938]","[13186914.57,322136.8944]","[13186912.14,320816.5613]","[13186910.76,320816.5592]",
"[13244838.63,249971.4401]","[13243507.77,249924.7878]","[13243450.75,251266.6271]","[13244785.61,251313.7821]","[13244838.63,249971.4401]",
"[13311161.27,242893.3235]","[13309813.07,242826.9194]","[13309756.5,244145.6452]","[13311107.76,244212.1662]","[13311161.27,242893.3235]",
"[13298388.93,226559.9363]","[13297049.78,226495.74]","[13297003.08,227834.9907]","[13298343.18,227901.1771]","[13298388.93,226559.9363]",
"[13261041.55,306701.6583]","[13260510.77,306682.9064]","[13259688.97,306662.5383]","[13259665.5,307971.4291]","[13261013.06,308016.3608]","[13261041.55,306701.6583]"
"[13227550.32,250752.4426]","[13226215.45,250712.0544]","[13226171.18,252050.0123]","[13227504.8,252090.0242]","[13227550.32,250752.4426]",
"[13293272.03,269072.4167]","[13291908.78,269019.6837]","[13291894.35,270350.6573]","[13293252.97,270403.6996]","[13293272.03,269072.4167]",
"[13218454.66,303045.7333]","[13218468.14,301725.8666]","[13217139.19,301763.4773]","[13217118.65,303083.2725]","[13218454.66,303045.7333]",
"[13344666.84,273263.096]","[13343377.58,273204.0608]","[13343383.55,274523.5628]","[13344689.57,274582.5221]","[13344666.84,273263.096]",
"[13277867.8,294693.617]","[13277907.41,293359.4087]","[13276645.22,293351.2062]","[13276620.15,294696.5597]","[13277867.8,294693.617]",
"[13189370.58,310288.2267]","[13188051.48,310240.1735]","[13188052.77,311567.4535]","[13189371.87,311615.6597]","[13189370.58,310288.2267]",
"[13245374.1,274699.9357]","[13245232.27,274683.2377]","[13244052.21,274645.688]","[13244003.94,275977.5682]","[13245326.63,276027.785]","[13245374.1,274699.9357]"
"[13266360.58,282146.9503]","[13265031.67,282088.2917]","[13265004.42,283410.7399]","[13266340.71,283472.9341]","[13266360.58,282146.9503]",
"[13289483.65,304516.1233]","[13288146.95,304463.6726]","[13288098.52,305782.7239]","[13289434.29,305835.1388]","[13289483.65,304516.1233]",
"[13260813.06,315904.0936]","[13259481.1,315871.6223]","[13259446,317196.0559]","[13260774.69,317223.6859]","[13260813.06,315904.0936]",
"[13321297.12,340620.6558]","[13322301.39,340680.058]","[13322575.89,340694.0524]","[13322632.41,339454.5986]","[13321360.72,339314.6725]","[13321297.12,340620.6558]"
"[13316386.93,251248.5731]","[13315007.92,251227.6143]","[13314978.2,252354.9983]","[13314973.02,252551.5581]","[13316358.15,252575.2761]","[13316386.93,251248.5731]"
"[13189565.43,255450.5437]","[13188245.72,255425.2359]","[13188208.01,256768.1146]","[13189527.76,256791.0778]","[13189565.43,255450.5437]",
"[13296276.68,314876.0672]","[13294923.05,314789.3097]","[13294867.44,316114.6527]","[13296223.57,316200.909]","[13296276.68,314876.0672]",
"[13276566.62,249776.0344]","[13275238.68,249736.3947]","[13275207.42,251065.9271]","[13276534.73,251101.8055]","[13276566.62,249776.0344]",
"[13238038.61,219386.8049]","[13236698.12,219313.6901]","[13236643.06,220635.0806]","[13237989.92,220710.2005]","[13238038.61,219386.8049]",
"[13250196,286894.7551]","[13248874.74,286826.7411]","[13248820.08,288150.46]","[13250140.71,288219.0975]","[13250196,286894.7551]",
"[13320358.55,333894.5432]","[13319100.26,333755.7357]","[13319034.38,335081.0672]","[13320293.85,335220.3393]","[13320358.55,333894.5432]",
"[13248951.29,246099.8892]","[13247623.43,246037.1985]","[13247582.91,247384.3089]","[13248908.77,247443.74]","[13248951.29,246099.8892]",
"[13280974.5,232657.4598]","[13279620.61,232604.3753]","[13279573.27,233933.2241]","[13280921.52,233992.697]","[13280931.83,233993.1519]","[13280974.5,232657.4598]"
"[13214609.3,285839.4908]","[13214620.26,284513.128]","[13213271.07,284507.7823]","[13213264.37,285835.5201]","[13214609.3,285839.4908]",
"[13308150.93,315478.8062]","[13306846.99,315435.1783]","[13306796,316770.5487]","[13308098.32,316811.6698]","[13308150.93,315478.8062]",
"[13219154.46,318392.6032]","[13218224.58,318376.0245]","[13218221.14,319722.8502]","[13219147.62,319738.6316]","[13219154.46,318392.6032]",
"[13314413.73,286630.0943]","[13314430.55,285498.6461]","[13314433.11,285294.0621]","[13312965.64,285303.5764]","[13312945.82,286644.7254]","[13314413.73,286630.0943]"
"[13273788.2,255029.9241]","[13272462.75,255005.325]","[13272405.27,256326.8248]","[13273736.2,256358.3198]","[13273788.2,255029.9241]",
"[13343877.14,215696.5495]","[13342548.62,215653.835]","[13342503.13,216982.6411]","[13343831.21,217026.4753]","[13343877.14,215696.5495]",
"[13272228.77,261619.8636]","[13270906.34,261562.0508]","[13270894.81,262890.4622]","[13272224.74,262948.4036]","[13272228.77,261619.8636]",
"[13281580.27,214110.5661]","[13280242.57,214059.8092]","[13280194.93,215380.9874]","[13281534.6,215443.2935]","[13281580.27,214110.5661]",
"[13251910.21,277644.8949]","[13250550.31,277606.1009]","[13250507.64,278869.01]","[13250504.45,278963.4879]","[13251883.83,278996.2756]","[13251910.21,277644.8949]"
