-9409491.99844,5216227.28375,-9408948.42804,5216785.56247
-9378988.00047,5177456.0366,-9378444.21267,5178000.39257
-9393632.05533,5195943.13738,-9393084.94831,5196492.56521
-9407925.70972,5201947.70519,-9407377.29536,5202500.24729
-9425552.36606,5175405.36146,-9425003.51589,5175951.26949
-9409559.26135,5200865.8565,-9409011.22804,5201414.19818
-9367821.80351,5180766.9605,-9367285.55715,5181357.2157
-9377987.72772,5174682.25851,-9377442.15346,5175237.47606
-9427636.11075,5189813.54948,-9427069.18184,5190371.62297
-9391861.90622,5176899.79333,-9391311.59698,5177445.37027
-9394144.56838,5213996.52218,-9393599.39085,5214548.32187
-9394648.57138,5187215.06209,-9394107.64949,5187773.61654
-9374800.42706,5180138.57282,-9374262.79555,5180683.72933
-9384394.12891,5178519.39525,-9383848.41906,5179076.5863
-9372453.64277,5198352.16027,-9371901.57835,5198909.00955
-9410032.82604,5218995.3339,-9409484.87266,5219544.89497
-9422065.54918,5210166.54041,-9421514.04548,5210720.66916
-9391300.67276,5175248.92121,-9390878.38761,5175796.55939
-9424799.83305,5214532.50595,-9424250.33656,5215085.41268
-9369973.2005,5189557.12835,-9369424.8251,5190110.37307
-9403991.2766,5214016.11525,-9403446.54058,5214569.76688
-9428865.88822,5193071.92675,-9428298.79311,5193624.58374
-9411671.7425,5219539.38639,-9411127.57175,5220091.52791
-9427510.47156,5204100.72032,-9426962.71521,5204651.29302
-9386356.70266,5205325.12231,-9385799.79797,5205877.39475
-9429861.74225,5173705.03909,-9429310.61804,5174260.23743
-9420882.66081,5184962.18172,-9420310.40104,5185515.51857
-9414978.92323,5196474.40032,-9414416.89806,5197021.2513
-9424526.05846,5178687.81327,-9423976.69922,5179237.63237
-9367655.274,5219731.09177,-9367104.3347,5220282.16553
-9370389.57369,5213665.89917,-9369841.13607,5214224.66825
-9373042.13515,5202705.21514,-9372492.75476,5203257.78649
-9392543.84642,5195408.23562,-9391998.42422,5195958.45608
-9378691.14657,5198066.19103,-9377877.3677,5198716.53502
-9372588.95161,5175297.19455,-9372044.67288,5175843.85716
-9401798.79148,5207971.38109,-9401243.5352,5208524.68381
-9379271.47656,5219050.57086,-9378724.19076,5219611.48335
-9426697.44465,5179202.69994,-9426147.28402,5179751.64046
-9370995.40219,5178016.47335,-9370450.0096,5178567.77657
-9394685.39375,5192665.70507,-9394139.2178,5193219.03356
-9371494.64862,5193845.24473,-9370939.21612,5194405.03941
-9413783.52322,5192661.25755,-9413222.79013,5193207.17235
-9368701.03101,5204954.6834,-9368150.50269,5205503.72141
-9395729.34827,5187192.58098,-9395188.55829,5187750.54225
-9388552.64203,5205287.1454,-9387999.98362,5205849.48163
-9391473.85472,5197057.46743,-9391070.65775,5197603.91939
-9407333.80595,5176741.7766,-9406784.50037,5177289.67524
-9381193.74553,5182925.81781,-9380651.85895,5183474.46285
-9412827.29347,5177214.73148,-9412271.00047,5177761.82784
-9389124.19092,5209648.04931,-9388569.77399,5210208.5495
-9407383.56176,5178910.10325,-9406826.6132,5179465.08016
-9388584.66943,5209117.9206,-9388030.2495,5209678.35796
-9430664.75267,5199138.25842,-9430658.43704,5199690.73869
-9369337.78729,5174242.4894,-9368793.2336,5174792.32569
-9423098.8325,5199727.14941,-9422547.7645,5200276.32189
-9387656.12851,5186131.87299,-9387111.74848,5186680.57024
-9378073.91495,5219064.42012,-9377527.28437,5219622.87922
-9382522.7827,5205356.57535,-9381972.22155,5205907.09805
-9379520.61092,5176369.80324,-9378974.04925,5176914.86529
-9419335.46972,5219486.18161,-9418784.50526,5220047.12114
-9395794.1381,5199767.11154,-9395244.94707,5200309.97622
-9391026.25975,5194878.00515,-9390476.05994,5195423.94314
-9413603.69471,5185532.23758,-9413058.71511,5186084.82859
-9415497.59625,5223379.14634,-9414944.49077,5223925.86929
-9406235.03972,5196490.82469,-9405674.04437,5197044.63894
-9381661.24654,5174182.81099,-9381114.32353,5174731.84757
-9422072.78127,5210711.89132,-9421521.28737,5211224.04182
-9430828.04973,5210672.4567,-9430278.19381,5211223.67835
-9385336.22654,5220819.95422,-9384775.96189,5221421.89809
-9407323.30986,5176201.10308,-9406775.53793,5176748.91672
-9402901.74299,5215117.4982,-9402356.8844,5215670.3695
-9388842.82935,5193229.913,-9388299.70645,5193781.36632
-9423645.35298,5199178.42233,-9423094.28565,5199727.14941
-9368889.14714,5180747.65633,-9368349.39032,5181298.06412
-9401738.25315,5191007.52471,-9401192.44378,5191555.40714
-9389343.87114,5191053.77948,-9388799.64952,5191603.58844
-9388717.15933,5182356.77867,-9388170.21005,5182907.18054
-9390348.3904,5179624.28176,-9389805.62817,5180170.23732
-9414464.54391,5210191.67959,-9413917.32045,5210744.67081
-9419622.44135,5193733.74048,-9419056.34044,5194288.37514
-9428636.51875,5220566.80577,-9428088.7083,5221115.10503
-9376983.39259,5218518.99052,-9376436.8425,5219077.97356
-9391461.63184,5195423.94314,-9391026.25975,5195970.15429
-9422701.11634,5189328.64922,-9422131.67228,5189881.56721
-9390303.45821,5224139.17722,-9389755.559,5224806.30129
-9372590.8348,5218584.98017,-9372045.33835,5219141.27035
-9372110.15167,5182875.78288,-9371568.693,5183427.54828
-9367109.72668,5212064.55094,-9366567.23485,5212613.54948
-9381462.60381,5222312.66984,-9380911.91097,5222862.9345
-9368389.76691,5184552.00191,-9367852.36583,5185268.67194
-9373063.7308,5204883.63262,-9372519.61437,5205435.85676
-9409514.06753,5176169.74152,-9408943.85604,5176719.28183
-9392523.61243,5213983.65703,-9391984.97493,5214538.37512
-9385500.3118,5182358.69645,-9384967.75702,5182907.76278
-9426587.03074,5172122.97154,-9426037.95159,5172677.5996
-9391284.52943,5172530.29698,-9390872.24934,5173072.15951
-9406242.12031,5174042.2687,-9405697.62606,5174591.98166
-9371451.42749,5208175.71248,-9370902.14774,5208725.50924
-9381156.3482,5178006.55116,-9380614.48065,5178559.23297
-9371024.87948,5180716.94474,-9370487.22459,5181266.82039
-9370527.57669,5188996.18977,-9369973.2005,5189557.12835
-9406168.6579,5223369.80443,-9405612.4848,5223932.05884
-9429721.4453,5217263.38602,-9429176.94048,5217820.03899
-9397822.21993,5176835.4269,-9397273.6613,5177380.90997
-9415156.56531,5183687.58727,-9414599.70893,5184244.29838
-9377453.74905,5193692.7146,-9376899.19342,5194247.72988
-9394167.51566,5195391.54943,-9393622.04782,5195943.13738
-9406270.1923,5198111.19988,-9405721.93679,5198665.41807
-9424247.69539,5212882.1094,-9423700.17482,5213433.6036
-9373176.50557,5180154.0127,-9372630.33853,5180700.13242
-9397366.08754,5187740.38938,-9396819.69363,5188287.51534
-9394642.56981,5185585.8158,-9394096.8181,5186138.81229
-9399594.78033,5207434.6925,-9399039.98926,5207984.05863
-9383883.25159,5183995.812,-9383335.76887,5184541.13992
-9423444.07509,5178701.50648,-9422892.7219,5179256.6228
-9393640.94097,5198131.94394,-9393095.27431,5198677.3398
-9370947.07172,5220252.00364,-9370397.23203,5220808.20494
-9397441.59354,5198124.28455,-9396893.87894,5198675.92433
-9425543.78466,5174864.24484,-9424994.76161,5175410.22354
-9419598.84529,5174399.52483,-9419052.95733,5174950.70158
-9414392.43783,5223924.10382,-9413838.00328,5224399.94836
-9409829.48908,5187198.45278,-9409269.90426,5187748.7763
-9406264.82113,5204133.83312,-9405707.2719,5204682.14986
-9422034.72759,5206881.79013,-9421486.01579,5207438.97897
-9381458.20558,5223404.91744,-9380909.20423,5223955.23571
-9367660.60576,5218635.24078,-9367109.59499,5219185.00625
-9429724.51193,5220567.80486,-9429179.58877,5221115.05091
-9426700.18347,5224352.77308,-9426602.3589,5224353.27621
-9423651.33272,5200268.99274,-9423098.8325,5200826.68985
-9374823.74237,5183385.87771,-9374270.25229,5183934.97936
-9419673.41633,5194831.04263,-9419105.15381,5195382.49712
-9386040.37709,5184539.26779,-9385503.24184,5185038.83924
-9418943.27624,5190451.69599,-9418372.2461,5191005.85132
-9385441.33707,5174712.16906,-9384898.44717,5175262.50131
-9393557.4106,5183961.25369,-9393011.30379,5184512.37092
-9380365.40462,5216825.18647,-9379814.50907,5217386.79101
-9375966.0136,5187206.63824,-9375414.81859,5187764.20526
-9388262.18711,5190498.28945,-9387717.30369,5191049.84182
-9367111.63948,5210411.70813,-9366561.9415,5210966.60039
-9386908.19935,5200926.39278,-9386360.06685,5201480.56205
-9386037.11097,5183995.40147,-9385502.26512,5184541.81537
-9397415.61892,5204138.20583,-9396873.6425,5204684.47953
-9430272.25481,5211222.31682,-9429728.49817,5211765.81488
-9426070.31561,5171583.61075,-9425530.32277,5171590.58351
